isbn,original_title,author,original_publication_year,num_pages,genres,image_url,avg_rating,similar_books
1565126297,When She Woke,Hillary Jordan,2011,344,"fiction, young-adult, fantasy, paranormal, mystery, thriller, crime, romance",https://images.gr-assets.com/books/1358274814m/11045709.jpg,3.7,"6351510, 15701383, 3314544, 13731207, 15583178, 17144967, 16829650, 15268147"
1615818553,Undercover Sins,Hayley B. James,2011,300,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1320037440m/9964973.jpg,3.7,"41261047, 21940617, 16332292, 21397485, 14605100, 16375553, 5693163, 26150402, 7262667, 18316567, 385069, 2728594"
61701246,Ten Things We Did (and Probably Shouldn't Have),Sarah Mlynowski,2011,368,"young-adult, romance, fiction",https://images.gr-assets.com/books/1293821561m/9266810.jpg,3.7,"14061645, 14646564, 6759488, 13374943, 15755649, 12878392, 13492111, 13406654, 11079229"
545284104,Abandon,Meg Cabot,2011,304,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1324767084m/9397967.jpg,3.7,"7201708, 10281965, 10230316, 12903773, 15752995, 11557579, 7160763, 11193861, 12873812, 9621635, 7164521"
076532153X,Among Others,Jo Walton,2011,304,"fantasy, paranormal, fiction, young-adult, history, historical fiction, biography",https://images.gr-assets.com/books/1317792367m/8706185.jpg,3.7,"7250268, 9735628, 19123955, 819610, 14235034, 14243275, 254960, 522872"
224094157,The Sense of an Ending,Julian Barnes,2011,150,"fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1311704453m/10746542.jpg,3.7,"15086278, 14295225, 14542898"
037377544X,Bonded by Blood,Laurie London,2011,378,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1287991293m/8804055.jpg,3.7,"10545253, 14891196, 14524822, 21428840, 14106483"
1612130291,Fifty Shades of Grey,E.L. James,2011,356,"romance, fiction, young-adult",https://images.gr-assets.com/books/1385207843m/10818853.jpg,3.7,"21965727, 19212100, 19134343, 18115826, 12932079, 21863110, 13051038, 23847880, 19113247, 19186128, 21437922"
61661481,Everything beautiful began after,Simon Van Booy,2011,402,"fiction, romance, history, historical fiction, biography",https://images.gr-assets.com/books/1302013204m/10156330.jpg,3.7,13804487
1442441933,The One That I Want,Jennifer Echols,2011,288,"young-adult, romance, fiction",https://images.gr-assets.com/books/1318457926m/11765175.jpg,3.7,"16873088, 13294264, 13357762, 16947488, 18146839, 10805785, 17043623, 13970130, 18067012"
393079899,Once Upon a River,Bonnie Jo Campbell,2011,348,"fiction, history, historical fiction, biography, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1294263416m/9658159.jpg,3.7,16177189
375867333,Blood Magic,Tessa Gratton,2011,405,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1285013996m/8715032.jpg,3.7,"10644198, 7164517, 7160763, 10230316, 10997706, 15588976, 13449041, 7162375, 9621635, 10263582, 13396325, 13545782"
1841497738,Rule 34,Charles Stross,2011,358,"fiction, mystery, thriller, crime, fantasy, paranormal",https://images.gr-assets.com/books/1306168574m/8853299.jpg,3.7,"17042640, 7235789, 7099786, 15707870, 19101112, 14308470"
575096152,Songs of the Earth,Elspeth Cooper,2011,467,"fantasy, paranormal, fiction, young-adult, romance",https://images.gr-assets.com/books/1327404469m/9419570.jpg,3.7,"10735784, 16451711"
61963097,The Heiress,Lynsay Sands,2011,370,"history, historical fiction, biography, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1397336982m/8437194.jpg,3.7,"10374464, 205959, 13408881"
1849163944,Entangled,Cat Clarke,2011,372,"young-adult, romance, mystery, thriller, crime, fiction, fantasy, paranormal",https://images.gr-assets.com/books/1336848413m/8579933.jpg,3.7,"10997706, 6967604, 13067963, 9621635, 14470117, 10263582, 7331706"
984662103,Wander Dust,Michelle Warren,2011,374,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1304111254m/11250674.jpg,3.7,"16331631, 16213001, 17575193, 16720161, 19037108, 19035562"
1400069319,Vaclav & Lena,Haley Tanner,2011,292,"fiction, young-adult, romance, mystery, thriller, crime, history, historical fiction, biography",https://images.gr-assets.com/books/1297870296m/9476308.jpg,3.7,16734020
1594745021,"Dreadfully Ever After (Pride and Prejudice and Zombies, #2)",Steve Hockensmith,2011,287,"fiction, fantasy, paranormal, history, historical fiction, biography, romance, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1320547810m/8718281.jpg,3.7,"6684844, 9411420"
451234626,Isle of Night,Veronica Wolff,2011,302,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1311704307m/10551037.jpg,3.7,"16332064, 15588976, 20960919, 17581417, 17869712"
61978841,Where I Belong,Gwendolyn Heasley,2011,289,"young-adult, romance, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1277830401m/8430916.jpg,3.7,"13101416, 6967604, 13294264, 13357762, 14648087, 14390258, 14061645, 14520548, 6754540"
451464133,Working Stiff,Rachel Caine,2011,306,"fantasy, paranormal, fiction, romance, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1327894689m/9640024.jpg,3.7,"15570935, 14298124, 14352253, 15080228, 13420161, 6749788, 10622077, 15591249, 6785037, 17910832"
385533853,Robopocalypse,Daniel H. Wilson,2011,347,"fiction, mystery, thriller, crime, fantasy, paranormal, young-adult",https://images.gr-assets.com/books/1327885891m/9634967.jpg,3.7,"4466559, 16175799, 18110528, 18197447, 14320043, 15583178, 19257521, 19153764, 15679709"
1609285581,Break and Enter,Rachel Haimowitz,2011,109,"fiction, romance, mystery, thriller, crime, fantasy, paranormal",https://images.gr-assets.com/books/1319070987m/12080817.jpg,3.7,"26542597, 16981005, 18638515, 22023544, 26402238, 17302185, 13410592"
62049763,"Phoenix Rising (Ministry of Peculiar Occurrences, #1)",Pip Ballantine,2011,402,"fantasy, paranormal, mystery, thriller, crime, fiction, history, historical fiction, biography, romance, young-adult",https://images.gr-assets.com/books/1319574583m/9795166.jpg,3.7,"2718470, 14401470, 14654952, 15482842, 17961877, 16436114, 2443812"
1439198322,A Brush of Darkness,Allison Pang,2011,343,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1327873819m/8200504.jpg,3.7,"14352253, 14685373, 7351449, 13880950, 10898657, 15570935, 11017918, 6503545, 15591249, 15677347, 14298124, 10899223, 6514973, 6567837, 6224133"
1439189862,Dead on the Delta,Stacey Jay,2011,389,"fantasy, paranormal, romance, mystery, thriller, crime, fiction, young-adult",https://images.gr-assets.com/books/1327890979m/9467196.jpg,3.7,"13047451, 14298124, 6748524, 13630390, 10622077, 17926179, 11202662, 7351449, 13880950, 13965764, 14685373, 15677347, 13431010, 6785037, 6503545, 6871871, 15570935"
385738919,Warped,Maurissa Guibord,2011,339,"fantasy, paranormal, young-adult, romance, fiction, history, historical fiction, biography, mystery, thriller, crime",https://images.gr-assets.com/books/1320392365m/6933138.jpg,3.7,"10997706, 13067963, 10263582, 9621635, 12873812, 9656038, 7331706, 6967604, 13578513, 13449041, 7168428"
080509296X,Amplified,Tara Kelly,2011,293,"young-adult, romance, fiction",https://images.gr-assets.com/books/1317793809m/7362638.jpg,3.7,"13282328, 15546389, 15091000, 14390258, 10851592, 7385632, 6113883, 13101416, 15459837, 16953665"
307718387,Learning to Swim,Sara J. Henry,2011,304,"mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1359063385m/8736390.jpg,3.7,21399354
1615818898,Lorcan's Desire,S.J.D. Peterson,2011,164,"romance, fiction",https://images.gr-assets.com/books/1305495959m/10149365.jpg,3.7,"14747170, 18098253, 18908524, 50318160, 15275763, 17380724, 25343604"
803732740,Babe in Boyland,Jody Gehrman,2011,292,"young-adult, romance, fiction",https://images.gr-assets.com/books/1311281984m/8101452.jpg,3.7,"5674279, 14061645, 14520544, 11079229, 21513895, 13294264, 13374943, 9154668"
1444709038,Outpost,Adam Baker,2011,388,"fiction, mystery, thriller, crime, fantasy, paranormal",https://images.gr-assets.com/books/1310441884m/10198374.jpg,3.7,10770722
763639834,Blink & Caution,Tim Wynne-Jones,2011,345,"young-adult, mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1337215153m/9264113.jpg,3.7,"10281888, 14253264, 15471848"
446542067,Never a Gentleman,Eileen Dreyer,2011,433,"history, historical fiction, biography, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1310524692m/9470293.jpg,3.7,"119914, 7117670, 524854, 15702912, 943447, 13408881, 13548245"
61558265,The Night Eternal,Guillermo del Toro,2011,371,"fiction, fantasy, paranormal, mystery, thriller, crime",https://images.gr-assets.com/books/1327932900m/6945530.jpg,3.7,"14324794, 208735, 14261707, 21648045"
446585025,Seriously...I'm Kidding,Ellen DeGeneres,2011,241,"non-fiction, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1441195131m/11230081.jpg,3.7,14099848
553593838,A Lady Awakened,Cecilia Grant,2011,346,"romance, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1343277852m/11938752.jpg,3.7,"15203064, 14649179, 18216417, 15466950"
1596064528,All about Emily,Connie Willis,2011,96,"fiction, fantasy, paranormal",https://images.gr-assets.com/books/1328651636m/12756995.jpg,3.7,50875790
425260933,The Hypnotist's Love Story,Liane Moriarty,2011,,"fiction, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1418234545m/23751850.jpg,3.7,14871824
1609288823,Once Upon a Winter's Eve,Tessa Dare,2011,113,"romance, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1479664771m/12974563.jpg,3.7,"21934060, 16207938"
1596436360,Sailor Twain: Or: The Mermaid in the Hudson,Mark  Siegel,2011,399,"comics, graphic, fantasy, paranormal, fiction, history, historical fiction, biography, romance, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1349015285m/13538702.jpg,3.7,"21871373, 18714280, 16989476, 21763968"
1937044084,Ward Against Death,Melanie Card,2011,306,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1436909339m/11796405.jpg,3.7,14298124
1439191921,Raziel,Kristina Douglas,2011,355,"fantasy, paranormal, romance, fiction, young-adult",https://images.gr-assets.com/books/1287702060m/8379305.jpg,3.7,"12826544, 14384069, 15675616, 15322668, 13678203, 14891196, 42139, 15570935"
764209116,Out of Control,Mary Connealy,2011,330,"fiction, romance, history, historical fiction, biography, mystery, thriller, crime",https://images.gr-assets.com/books/1288587287m/9463639.jpg,3.7,"14438194, 26033408"
373775903,Desired,Nicola Cornick,2011,384,"romance, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1305811754m/11400403.jpg,3.7,"15538385, 19072634, 15333294, 43082893"
1600606628,Tankborn,Karen Sandler,2011,373,"fantasy, paranormal, romance, fiction, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1335121627m/11341277.jpg,3.7,"15381919, 18675643"
62008242,A Need So Beautiful,Suzanne Young,2011,267,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1300744024m/7656231.jpg,3.7,"10997706, 10644198, 9621635, 7201713, 10186256, 7790670, 13545782, 6967604, 14836619, 9656038, 7162375"
1442420049,Witchlanders,Lena Coakley,2011,400,"fantasy, paranormal, young-adult, fiction, romance",https://images.gr-assets.com/books/1304529790m/9917925.jpg,3.7,"7162375, 10997706, 7164517, 14741176, 15248261"
765323427,Vortex,Robert Charles Wilson,2011,331,"fiction, fantasy, paranormal, mystery, thriller, crime",https://images.gr-assets.com/books/1312034516m/9359796.jpg,3.7,"15069342, 16021179, 1113882, 17042640"
446583774,The Reading Promise: My Father and the Books We Shared,Alice Ozma,2011,279,"non-fiction, history, historical fiction, biography, fiction, comics, graphic, young-adult",https://images.gr-assets.com/books/1291867045m/9862827.jpg,3.7,14361542
982729790,Eternal Starling,Angela Corbett,2011,320,"romance, fantasy, paranormal, young-adult, fiction",https://images.gr-assets.com/books/1313948084m/11160341.jpg,3.7,"14147655, 15455989, 15546432, 16768451, 18122092, 16419776"
758267037,Torn,Erica O'Rourke,2011,336,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1327884203m/9369726.jpg,3.7,"15588976, 14291529, 15710512, 16768451, 16271326, 19037442"
60874228,Cloaked,Alex Flinn,2011,341,"fantasy, paranormal, young-adult, romance, fiction",https://images.gr-assets.com/books/1355868340m/7075298.jpg,3.7,"13220072, 14939188, 6898201, 99163, 10867889, 13291399, 18147783"
451234510,Romancing the Countess,Ashley March,2011,302,"history, historical fiction, biography, romance, fiction, children",https://images.gr-assets.com/books/1343022899m/10629845.jpg,3.7,"16332890, 15333294, 5149669, 14520332, 14649179, 14532750, 15203064, 15640163"
1416994815,Cryer's Cross,Lisa McMann,2011,233,"fantasy, paranormal, romance, young-adult, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1327922257m/8543252.jpg,3.7,"13492118, 13763271, 9621635, 11164774, 10281706, 6967604, 14470117, 9656038, 18157137"
1466254440,Double Clutch,Liz Reinhardt,2011,267,"young-adult, romance, fiction",https://images.gr-assets.com/books/1334937476m/12577549.jpg,3.7,"21394112, 18298587, 19196363, 15714317, 19137078"
1460995457,The Soulkeepers (The Soulkeepers #1),G.P. Ching,2011,308,"fantasy, paranormal, young-adult, fiction, mystery, thriller, crime, romance",https://images.gr-assets.com/books/1308260933m/10897866.jpg,3.7,"12917539, 17575193, 13688634"
785156682,X-Men: Schism,Jason Aaron,2011,224,"comics, graphic, fiction, young-adult, fantasy, paranormal",https://images.gr-assets.com/books/1409501621m/10626496.jpg,3.7,25778768
778329445,"Baby, Drive South (Southern Roads, #1)",Stephanie Bond,2011,336,"romance, fiction",https://images.gr-assets.com/books/1302572050m/9951460.jpg,3.7,"14813168, 18342936"
1936850168,Witch Song,Amber Argyle,2011,305,"fantasy, paranormal, young-adult, romance, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1298569214m/10400575.jpg,3.7,"16720161, 19035562, 15588976, 16647960, 16271326, 16177157, 16219041"
1442406828,Past Perfect,Leila Sales,2011,306,"young-adult, romance, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1303087619m/10637697.jpg,3.7,"13282328, 15091000, 13492111, 15621048, 6113883, 9154668, 13406654, 12803237, 14648087, 13294264, 13101416, 6959619, 13357762"
441020747,Down These Strange Streets,George R.R. Martin,2011,479,"fantasy, paranormal, fiction, history, historical fiction, biography, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1311280365m/10559622.jpg,3.7,6300509
61921262,Epic Fail,Claire LaZebnik,2011,295,"young-adult, romance, fiction",https://images.gr-assets.com/books/1293626043m/9266776.jpg,3.7,"10805785, 16873088, 13103408, 13294264, 15794787, 13357762, 6532025, 14816042"
1423137876,The Near Witch,Victoria Schwab,2011,284,"fantasy, paranormal, young-adult, romance, mystery, thriller, crime, fiction, history, historical fiction, biography",https://images.gr-assets.com/books/1299080471m/6931344.jpg,3.7,"13545782, 14810604, 10997706, 7164517, 9656038, 6911285, 7331706, 6967604, 13155646, 7164521, 5123020, 13441494, 10644198"
1423140591,The Son of Neptune,Rick Riordan,2011,521,"young-adult, fiction, children, fantasy, paranormal, romance",https://images.gr-assets.com/books/1464201114m/9520360.jpg,4.4,"18464395, 7250253, 6278088, 15064442, 13766290, 6888828, 16236911, 1779383, 7134311, 14293500, 16448834"
1406311529,A Monster Calls,Patrick Ness,2011,216,"fantasy, paranormal, fiction, young-adult, children, comics, graphic, mystery, thriller, crime",https://images.gr-assets.com/books/1485991317m/8621462.jpg,4.4,"10682443, 14600231, 6556598, 15064442, 14044509, 25784713, 15750616, 13002023, 18537938, 13440919, 13147838"
62024035,Divergent,Veronica Roth,2011,487,"young-adult, fiction, fantasy, paranormal, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1328559506m/13335037.jpg,4.2,"15064476, 6219422, 14547795, 18591132, 6798253, 15730581, 18454415, 14308787, 15092213, 14360639, 13096117, 17961723, 6549320, 10342808, 14759379, 24172279, 14532305, 10966836"
