isbn,original_title,author,original_publication_year,num_pages,genres,image_url,avg_rating,similar_books
1615819525,Yakuza Pride,H.J. Brues,2011,350,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1305766647m/11399815.jpg,4,"6912495, 6811618, 21567232, 13467039, 14858963, 5693163, 12802050, 16375553, 7262667, 26402238, 21742029, 18325291, 16686905"
1933718552,Ashfall,Mike Mullin,2011,476,"young-adult, fiction, romance, fantasy, paranormal, mystery, thriller, crime",https://images.gr-assets.com/books/1301592315m/9644151.jpg,4,"13996404, 13442456, 16270334, 11163588, 14692536, 15381919, 11093008, 17128269, 15586973, 15185764, 13943357"
1420118617,Darkness Dawns,Dianne Duvall,2011,345,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1327883828m/8804062.jpg,4,"13462673, 14384069, 21739850, 14891196, 6129749"
1613721765,"Talker's Graduation (Talker Series, #3)",Amy Lane,2011,66,"romance, fiction, young-adult",https://images.gr-assets.com/books/1498877838m/12602094.jpg,4,"19164358, 6655938, 14805359, 19137878, 17436754, 18561545, 21391740, 16452132, 12802050"
61797022,The Gathering,Kelley Armstrong,2011,359,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1277820938m/7896345.jpg,4,"13533872, 13082661, 18157137, 15104836, 7371505, 13486714, 10880922, 13471939, 15364019, 15324210, 13291257, 11193861"
1442417439,The Day Before,Lisa Schroeder,2011,307,"young-adult, romance, poetry, fiction",https://images.gr-assets.com/books/1358259265m/8922087.jpg,4,"15093804, 13282328, 13798553, 14353302, 14648083, 13357762, 7371514, 13101416, 13588388"
373775571,My One and Only,Kristan Higgins,2011,382,"romance, fiction",https://images.gr-assets.com/books/1295193905m/9277340.jpg,4,"14156894, 13300953, 13638843, 15781664, 13725204, 11164541, 44684782, 15666798"
545274249,Icefall,Matthew J. Kirby,2011,324,"fantasy, paranormal, young-adult, fiction, history, historical fiction, biography, mystery, thriller, crime, children",https://images.gr-assets.com/books/1328836001m/10626639.jpg,4,13763396
451463838,Unseen,Rachel Caine,2011,304,"fantasy, paranormal, romance, fiction, young-adult",https://images.gr-assets.com/books/1331242597m/8182700.jpg,4,"12909883, 13298583, 10617568, 6544517"
145161747X,The Dovekeepers,Alice Hoffman,2011,504,"fiction, history, historical fiction, biography, fantasy, paranormal, romance",https://images.gr-assets.com/books/1306253903m/10950924.jpg,4,"18533578, 14572532, 15816791, 5973842, 18223133"
312650248,Awakened,P.C. Cast,2011,290,"young-adult, fantasy, paranormal, fiction, romance",https://images.gr-assets.com/books/1307744664m/8652190.jpg,4,"13673332, 7204808, 6799527, 7859868, 6651007"
161026049X,Sophia,D.B. Reynolds,2011,244,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1302658373m/11036713.jpg,4,"42499090, 10545253, 14753447"
1455501476,Lethal,Sandra Brown,2011,472,"mystery, thriller, crime, romance, fiction",https://images.gr-assets.com/books/1301590794m/10875239.jpg,4,"181224, 42756262"
670022691,Rules of Civility,Amor Towles,2011,335,"fiction, history, historical fiction, biography, romance",https://images.gr-assets.com/books/1311705045m/10054335.jpg,4,"15268147, 16967344, 18221250, 14321580, 14302658, 16849807, 15885513"
1936305623,Gabriel's Inferno,Sylvain Reynard,2011,506,"romance, fiction, young-adult",https://images.gr-assets.com/books/1301789770m/10140661.jpg,4,"23744006, 19212100, 17760917, 19134343, 13469601, 16657003, 23847880, 14283194, 21979594, 18699235, 17843529, 18285292, 23582083, 19113247, 21943963"
1439167923,"Black Heart Loa (Hoodoo, #2)",Adrian Phoenix,2011,416,"fantasy, paranormal, romance, fiction, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1293561632m/9686423.jpg,4,"10898614, 6514975, 6853458"
61714321,Aloha from Hell,Richard Kadrey,2011,438,"fantasy, paranormal, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1302271758m/10439703.jpg,4,"6508989, 8385900, 16410159, 6818939, 18478073"
1402256361,I'm Not Her,Janet Gurtler,2011,285,"young-adult, fiction, romance",https://images.gr-assets.com/books/1294544587m/9468234.jpg,4,"14520548, 11079229, 14648083, 15455873, 14648087, 13357762"
446558958,Notorious Pleasures,Elizabeth Hoyt,2011,371,"romance, history, historical fiction, biography, fiction",https://images.gr-assets.com/books/1340943364m/8597949.jpg,4,"10613440, 13402776, 14532750, 13432297, 6765046, 19938499, 16243181, 7117670"
312656270,Hades,Alexandra Adornetto,2011,425,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1478985289m/9666812.jpg,4,"14621064, 14183681, 10186256, 13367196, 14212906, 18157137, 8342392, 15548769, 21902147"
1597802166,The Cloud Roads,Martha Wells,2011,278,"fantasy, paranormal, fiction, romance, young-adult",https://images.gr-assets.com/books/1317017378m/9461562.jpg,4,"17078423, 14722860, 45733886, 14757897, 15092211, 17916213, 10170082, 6953929, 14235034"
039925627X,The Apothecary,Maile Meloy,2011,362,"fantasy, paranormal, young-adult, fiction, history, historical fiction, biography, mystery, thriller, crime, children, romance",https://images.gr-assets.com/books/1327916818m/10481268.jpg,4,"12887607, 10549296, 13294489"
810998033,Sidekicks,Jack D. Ferraiolo,2011,320,"young-adult, fantasy, paranormal, fiction, romance, comics, graphic, children, mystery, thriller, crime",https://images.gr-assets.com/books/1328811639m/8928024.jpg,4,21856155
1590515528,The Absolutist,John Boyne,2011,309,"fiction, history, historical fiction, biography, romance",https://images.gr-assets.com/books/1332272113m/13414716.jpg,4,"26739253, 1435622"
545221307,Cleopatra's Moon,Vicky Alvear Shecter,2011,355,"fiction, history, historical fiction, biography, young-adult, romance, fantasy, paranormal",https://images.gr-assets.com/books/1290023990m/8465337.jpg,4,"13275554, 11338631, 13587960, 13446294"
316126691,The Art of Fielding,Chad Harbach,2011,512,"fiction, young-adult",https://images.gr-assets.com/books/1327882787m/10996342.jpg,4,"15268147, 15760836, 15208454, 18531984, 13393712, 6121267"
61579114,Any Man of Mine,Rachel Gibson,2011,373,"romance, fiction",https://images.gr-assets.com/books/1330265728m/8765444.jpg,4,1615880
446545244,Angel,James Patterson,2011,298,"young-adult, fantasy, paranormal, fiction, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1272836170m/7201913.jpg,4,"13572899, 6876567, 13533590, 13582488, 8003906, 6881431, 14547795, 12769820, 13530989, 13367196"
1597802247,Infidel,Kameron Hurley,2011,376,"fiction, fantasy, paranormal",https://images.gr-assets.com/books/1317841525m/11470277.jpg,4,"45491127, 14757897"
61684309,Midnight's Wild Passion,Anna Campbell,2011,369,"history, historical fiction, biography, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1349758181m/9645276.jpg,4,"14649179, 13402776, 5732753, 14090854, 15538385, 5149669, 6474774, 14355381, 16320031, 16243181, 3017662, 14813168"
749009519,The Rose Garden,Susanna Kearsley,2011,476,"fiction, history, historical fiction, biography, romance, fantasy, paranormal, mystery, thriller, crime",https://images.gr-assets.com/books/1327951839m/9792287.jpg,4,"979333, 16786978, 14205888, 14827025, 14558491"
9380658797,The Secret of the Nagas.,Amish Tripathi,2011,396,"fiction, fantasy, paranormal, history, historical fiction, biography, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1308930273m/11827808.jpg,4,"14996005, 21916000"
425240142,The Chase,Erin McCarthy,2011,280,"romance, fiction",https://images.gr-assets.com/books/1327945663m/8419429.jpg,4,13039189
1419701223,Der Marchenerzahler,Antonia Michaelis,2011,402,"young-adult, mystery, thriller, crime, romance, fantasy, paranormal, fiction",https://images.gr-assets.com/books/1305031179m/11284898.jpg,4.1,"17051250, 19258408, 16953665, 19052067, 22085087, 16798440, 16734020"
1405910216,On the Island,Tracey Garvis-Graves,2011,346,"romance, fiction, young-adult",https://images.gr-assets.com/books/1339162550m/15505346.jpg,4.1,"23744006, 24329102, 2787065, 21437922, 24256141, 18202488, 19112146, 21560730, 18518411, 16650195, 109560, 21927322, 21999244"
054522490X,The Scorpio Races,Maggie Stiefvater,2011,409,"fantasy, paranormal, young-adult, romance, fiction",https://images.gr-assets.com/books/1461209661m/10626594.jpg,4.1,"6556598, 15064442, 15750616, 13147838, 14037039, 13420646, 13136697, 15730581, 21861446, 14692536, 17375239, 14836636, 7160746"
316035947,Darkness Falls,Cate Tiernan,2011,400,"fantasy, paranormal, romance, fiction, young-adult",https://images.gr-assets.com/books/1353496072m/7977037.jpg,4.1,"14183681, 15457890, 18157137, 14612013, 15883874, 15548769, 14119894, 21378937, 21902173, 18077668, 14617694"
193724802X,Unraveled,Courtney Milan,2011,258,"romance, history, historical fiction, biography, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1316381593m/11100750.jpg,4.1,"17913980, 15466950, 16393328, 23912902, 18226669, 4023525"
765324962,Demon Song,Cat Adams,2011,,"fantasy, paranormal, romance, fiction, young-adult",https://images.gr-assets.com/books/1316636622m/8665113.jpg,4.1,"14658267, 14992000, 12902019, 15728353, 14520513, 15723331, 15321609"
1615819495,Hot Head,Damon Suede,2011,320,"romance, fiction",https://images.gr-assets.com/books/1307050057m/10506237.jpg,4.1,"14465368, 21568953, 4866696, 18074600, 7119571, 14805359, 18444724, 17127576, 9639749, 7262667, 17302345, 5881169"
525422943,Where She Went,Gayle Forman,2011,264,"young-adult, romance, fiction",https://images.gr-assets.com/books/1347810457m/8492825.jpg,4.1,"13593837, 6503734, 7385632, 6959619, 9362085, 17589097, 13394950, 7401343, 12901545, 16018629, 13282328, 14982110, 13329559, 6798696, 10851592, 6644413"
006188569X,How the Marquess Was Won,Julie Anne Long,2011,373,"history, historical fiction, biography, romance, fiction",https://images.gr-assets.com/books/1316439107m/11388053.jpg,4.1,"16687336, 6474774, 16022860, 17319731, 16839861, 16737556, 15333294, 18229973, 14532750, 18886693, 14520408"
575097604,Moon Over Soho,Ben Aaronovitch,2011,375,"fantasy, paranormal, mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1401386247m/10381195.jpg,4.1,"19062926, 2834452, 25095519, 6868151, 7414342, 18335617"
312613415,Stick,Andrew  Smith,2011,292,"young-adult, fiction, romance",https://images.gr-assets.com/books/1344313191m/10355662.jpg,4.1,"18408748, 14646562, 21871331, 17958595, 15273274, 15938530"
1423147952,Uncommon Criminals,Ally Carter,2011,298,"young-adult, mystery, thriller, crime, romance, fiction",https://images.gr-assets.com/books/1298155996m/10327303.jpg,4.1,"6503734, 7269956, 6959619, 13136697, 13103986, 25142386"
1401233384,Flashpoint,Geoff Johns,2011,176,"comics, graphic, fiction, fantasy, paranormal, history, historical fiction, biography",https://images.gr-assets.com/books/1507329660m/11501608.jpg,4.1,"19093852, 19095430, 24670984"
385344015,I Am Half-Sick of Shadows,Alan Bradley,2011,293,"mystery, thriller, crime, fiction, history, historical fiction, biography, young-adult",https://images.gr-assets.com/books/1409945571m/11277218.jpg,4.1,"90553, 15542878"
553826107,Iron Crowned (Dark Swan #3),Richelle Mead,2011,378,"fantasy, paranormal, romance, fiction, young-adult",https://images.gr-assets.com/books/1291463049m/8709525.jpg,4.1,"15063921, 6639480, 19059526, 24570280, 13630390, 10617568, 13167517, 13803434, 10540883"
142010988X,Supernatural,Larissa Ione,2011,471,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1301582007m/9618561.jpg,4.1,3007845
62197266,Into the Darkest Corner,Elizabeth Haynes,2011,410,"mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1355923186m/15818362.jpg,4.1,"13723008, 14096818, 22213431, 21445220, 6874087"
61659258,Darkest Mercy,Melissa Marr,2011,327,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1278717537m/6368611.jpg,4.1,"14609381, 13533590, 12769820, 7146544, 16020910, 588218, 10897116, 7160763, 6813644"
1937007189,"The Mortal Bone (Hunter Kiss, #4)",Marjorie M. Liu,2011,304,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1308373083m/11018851.jpg,4.1,"11130678, 13256459, 14973175, 15728353, 16408209, 15723331, 18339173, 14574483"
1459206401,"Summer's Crossing (Iron Fey, #3.5)",Julie Kagawa,2011,72,"fantasy, paranormal, young-adult, romance, fiction",https://images.gr-assets.com/books/1310589094m/11098871.jpg,4.1,"17165654, 14568321, 16053889, 14423778, 18157137, 19071133, 18925960"
61885681,"What I Did For a Duke (Pennyroyal Green, #5)",Julie Anne Long,2011,371,"history, historical fiction, biography, romance, fiction",https://images.gr-assets.com/books/1288788911m/8430098.jpg,4.1,"2381762, 16687336, 6013640, 3143676, 16364298, 14090854, 15466950, 14520332, 13402776, 13313623, 414437, 16839861, 1197159, 14532750"
1439134340,Hard Magic,Larry Correia,2011,423,"fantasy, paranormal, fiction, history, historical fiction, biography, mystery, thriller, crime",https://images.gr-assets.com/books/1327951330m/8643407.jpg,4.1,"6508989, 15344305, 18478073, 10662570, 14482655, 143031, 7351498, 21533270"
345522478,Hounded,Kevin Hearne,2011,292,"fantasy, paranormal, fiction, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1327883998m/9533378.jpg,4.1,"18478073, 12929089, 10330042, 13362625, 8385900, 12731936, 6670775, 378412, 10693559"
425241505,Dragon bound,Thea Harrison,2011,312,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1312822853m/9637479.jpg,4.1,"13585210, 6853458, 6587077, 18412929, 14393761, 14760560, 9878177, 17495533, 17441876"
61779849,Desires of the Dead,Kimberly Derting,2011,355,"mystery, thriller, crime, romance, fantasy, paranormal, young-adult, fiction",https://images.gr-assets.com/books/1288223505m/7827221.jpg,4.1,"18157137, 10897116, 14279954, 13533872, 13492118, 7461960, 6847345, 10521955, 7148944, 13367196, 10281706, 13136697, 10186256"
425240789,"Primal Bonds (Shifters Unbound, #2)",Jennifer Ashley,2011,298,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1282180001m/8112340.jpg,4.1,"7193777, 19133777, 16479819, 17130305"
857156306,Song of Oestend,Marie Sexton,2011,298,"fantasy, paranormal, romance, history, historical fiction, biography, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1360565227m/16719002.jpg,4.1,"13458155, 18325291, 17429351, 14577000, 19427835, 15689903, 14384705"
312546602,Retribution,Sherrilyn Kenyon,2011,369,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1315222730m/9065265.jpg,4.1,"81248, 7164936, 16448859, 16103243, 6478941, 12507980, 15716262, 14650236, 11649990"
670011967,Akata Witch,Nnedi Okorafor,2011,349,"fantasy, paranormal, young-adult, fiction, children",https://images.gr-assets.com/books/1347794798m/7507944.jpg,4.1,"16786541, 7250268, 6473924, 41683308, 3056586"
006202017X,Within the Flames,Marjorie M. Liu,2011,376,"fantasy, paranormal, romance, fiction, mystery, thriller, crime, history, historical fiction, biography",https://images.gr-assets.com/books/1308919892m/10609400.jpg,4.1,"15728353, 18185776"
62011995,Starcrossed,Josephine Angelini,2011,487,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1358266716m/9462795.jpg,4.1,"15011943, 10280032, 14137071, 10281965, 14651130, 13367196, 12903773, 10997706, 10263582, 15015753, 7790670, 7209895, 10648650, 10230316"
615487424,Requiem (Providence #2),Jamie McGuire,2011,,"fantasy, paranormal, romance, young-adult, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1307717182m/11532160.jpg,4.1,"17058863, 19051451, 21863175, 19079965, 17300620, 18530561"
670853593,The Sending,Isobelle Carmody,2011,755,"fantasy, paranormal, young-adult, fiction, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1358564866m/6000352.jpg,4.1,6117193
446571628,"The Sweetest Thing (Lucky Harbor, #2)",Jill Shalvis,2011,348,"romance, fiction",https://images.gr-assets.com/books/1323268445m/9275067.jpg,4.1,"15666798, 11164541, 16088584, 14355381, 13638843"
316245283,Miss Peregrine's Home for Peculiar Children: The Graphic Novel,Ransom Riggs,2011,272,"comics, graphic, fantasy, paranormal, young-adult, fiction, mystery, thriller, crime, history, historical fiction, biography, romance",https://images.gr-assets.com/books/1487624874m/17333322.jpg,4.1,"19105354, 25142229, 20118001, 18184678"
765328542,Fuzzy Nation,John Scalzi,2011,303,"fiction, fantasy, paranormal, young-adult",https://images.gr-assets.com/books/1316132345m/9647532.jpg,4.1,"13728393, 13260795, 10621859, 17606541, 18110528, 25142343, 55573, 21512449"
316069418,The Drop,Michael Connelly,2011,388,"fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1327935031m/11082037.jpg,4.1,18154368
1849902348,Doctor Who: Touched By An Angel,Jonathan    Morris,2011,237,"fiction, fantasy, paranormal, young-adult, mystery, thriller, crime",https://images.gr-assets.com/books/1304636283m/9969857.jpg,4.1,10281473
593065700,The Affair,Lee Child,2011,427,"mystery, thriller, crime, fiction, romance",https://images.gr-assets.com/books/1327982045m/10428708.jpg,4.1,15547563
1595144293,Vampire Academy: The Graphic Novel,Richelle Mead,2011,144,"comics, graphic, young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1331468259m/8643220.jpg,4.1,"17169945, 19095444"
62021273,When Beauty Tamed the Beast,Eloisa James,2011,372,"history, historical fiction, biography, romance, fiction, fantasy, paranormal",https://images.gr-assets.com/books/1282320694m/8449698.jpg,4.1,"5725878, 13293409, 13432297, 16687336, 13534887, 6013640, 340930, 1018976, 414437, 13408881"
1423121317,Demonglass,Rachel Hawkins,2011,359,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1287692542m/8428064.jpg,4.1,"13441494, 13451137, 13678080, 15324210, 14442368, 13533872, 18157137, 12307536, 10186256, 13136697, 14547795, 13367196, 14184077, 13492118, 17349794"
425240169,A Lot Like Love,Julie James,2011,274,"romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1284384506m/8419428.jpg,4.1,"15506975, 15666798, 19112146, 2211086"
1612187021,The Scourge of Muirwood,Jeff Wheeler,2011,368,"fantasy, paranormal, young-adult, fiction, romance, history, historical fiction, biography",https://images.gr-assets.com/books/1362960194m/15954541.jpg,4.1,17916213
1101536837,Cat Tales,Faith Hunter,2011,113,"fantasy, paranormal, fiction, romance, mystery, thriller, crime",https://images.gr-assets.com/books/1302548544m/11082349.jpg,4.1,"21587708, 19930274, 19072807, 14574483, 18504471"
61996165,Unearthly,Cynthia Hand,2011,435,"young-adult, fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1324782984m/7488244.jpg,4.1,"13367196, 10644198, 12469574, 18157137, 13533872, 6196751, 15248926, 11015791, 13451137, 8767007, 7790670, 13471939, 12903773, 10280032, 7391743, 10135086"
758266944,Kiss of Frost,Jennifer Estep,2011,337,"young-adult, fantasy, paranormal, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1310420615m/10421530.jpg,4.1,"16127841, 15486073, 16991624, 18341788, 14442368, 19113117, 21902147, 18157137, 12903791, 13678080, 15633232"
1607064405,"The Walking Dead, Vol. 15: We Find Ourselves",Robert Kirkman,2011,132,"comics, graphic, fiction, fantasy, paranormal, mystery, thriller, crime",https://images.gr-assets.com/books/1319378973m/12305515.jpg,4.1,"25131327, 19093920, 14562177, 21986809, 25893269, 885421"
451234863,"Drink Deep (Chicagoland Vampires, #5)",Chloe Neill,2011,321,"fantasy, paranormal, romance, fiction, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1296789716m/9815702.jpg,4.1,"14992000, 14753447, 15192067, 4393420, 13803434, 7087993, 13366290"
983212546,Playing for Keeps,R.L. Mathewson,2011,220,"romance, fiction",https://images.gr-assets.com/books/1406585295m/11381643.jpg,4.1,"19085596, 15727084, 21365702, 24502143, 26480013, 12932079, 10561616"
1416994084,Shift,Jeri Smith-Ready,2011,367,"fantasy, paranormal, romance, young-adult, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1327938912m/8542996.jpg,4.1,"10186256, 13492118, 13678080, 14609381, 13533872, 10880922, 14279954, 13441494, 14184077, 13986452, 21902147"
451464095,Grave Dance,Kalayna Price,2011,371,"fantasy, paranormal, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1327953315m/9565574.jpg,4.1,"10898614, 15233548, 15063921, 14658267, 16411228, 14735184, 14992000, 13380314, 16479983"
61668095,Illusions,Aprilynne Pike,2011,375,"fantasy, paranormal, young-adult, romance, fiction",https://images.gr-assets.com/books/1324797814m/6918909.jpg,4.1,"14609381, 6556073, 14808326, 18157137, 10897116, 13533872"
1609282736,Come Unto These Yellow Sands,Josh Lanyon,2011,161,"mystery, thriller, crime, romance, fiction",https://images.gr-assets.com/books/1326091231m/10671152.jpg,4.1,"14577000, 17012687, 14739803, 3246316, 21368890, 5693163, 6626790, 17901802, 21591489"
312609167,Bargains and Betrayals,Shannon Delany,2011,303,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1298847303m/9339970.jpg,4.1,"15248417, 13082661, 15457931, 14609381, 10186256, 14212906, 13986452"
140831262X,Arrow,R.J. Anderson,2011,368,"fantasy, paranormal, young-adult, romance, children, fiction",https://images.gr-assets.com/books/1279650302m/8068431.jpg,4.1,"13533590, 40257731"
1401301045,The Wild Rose,Jennifer Donnelly,2011,623,"fiction, history, historical fiction, biography, romance, mystery, thriller, crime, young-adult",https://images.gr-assets.com/books/1303241097m/9464746.jpg,4.1,"2098474, 13162060, 6644882"
441020860,Fate's Edge,Ilona Andrews,2011,372,"fantasy, paranormal, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1302821720m/10561549.jpg,4.1,"19072807, 15063921, 21731909, 14654952, 13362625, 6527880, 16392681, 14973175"
373776012,"Only His (Fool's Gold, #6)",Susan Mallery,2011,344,"romance, fiction",https://images.gr-assets.com/books/1318199407m/10852699.jpg,4.1,"21496747, 15781664"
61561630,City of Dragons,Robin Hobb,2011,334,"fantasy, paranormal, fiction, young-adult, romance",https://images.gr-assets.com/books/1322613975m/11801463.jpg,4.1,"15083890, 16368889, 17901316, 13428140"
802720870,Chain Reaction,Simone Elkeles,2011,319,"young-adult, romance, fiction",https://images.gr-assets.com/books/1327881446m/8662836.jpg,4.1,"7039736, 23751121, 15714317, 19188716, 14780777, 14184077, 17423704, 12901545, 15197369, 21356558, 18598990, 18086491, 14147627, 10805785"
425240495,"The Many Sins Of Lord Cameron (MacKenzies & McBrides, #3)",Jennifer Ashley,2011,298,"history, historical fiction, biography, romance, fiction",https://images.gr-assets.com/books/1300209650m/8563824.jpg,4.1,"14090854, 15203064, 16104328, 15385427, 15014977, 15333294, 4903440, 16687336, 16243181, 13402776, 13313623"
1451613857,Shadow City,Diana Pharaoh Francis,2011,369,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1316962061m/10814707.jpg,4.1,"16890511, 15723331, 14992000, 13380314, 19238565, 16480901, 17052700, 15233548, 15872232, 16127841"
425238970,Daughters of Rome,Kate Quinn,2011,400,"fiction, history, historical fiction, biography, romance",https://images.gr-assets.com/books/1281115123m/8577314.jpg,4.1,"15248356, 13162060, 26493627, 16393624, 5973842"
61579688,The Berlin Boxing Club,Robert Sharenow,2011,399,"fiction, history, historical fiction, biography, young-adult, non-fiction, children, romance",https://images.gr-assets.com/books/1296597668m/9266762.jpg,4.1,15471848
034552554X,The Language of Flowers,Vanessa Diffenbaugh,2011,323,"fiction, children, history, historical fiction, biography, romance",https://images.gr-assets.com/books/1333577674m/10032672.jpg,4.1,"18538253, 12930527, 18156927, 6504537, 14205888, 13472700"
031608106X,Deadline,Mira Grant,2011,584,"fiction, mystery, thriller, crime, young-adult, fantasy, paranormal",https://images.gr-assets.com/books/1408500444m/8429687.jpg,4.1,"6914813, 14306141, 6294853, 14351915, 14360639, 10770722, 12707063"
778312372,The Dark Enquiry,Deanna Raybourn,2011,392,"mystery, thriller, crime, fiction, history, historical fiction, biography, romance, fantasy, paranormal",https://images.gr-assets.com/books/1294201206m/9933894.jpg,4.1,"11943863, 13314462, 23592365"
425244008,Animal Attraction,Jill Shalvis,2011,293,"romance, fiction",https://images.gr-assets.com/books/1440984194m/10600127.jpg,4.1,"15466964, 18085671, 15666798, 14167526, 14197389"
1402245793,Rock Hard,Olivia Cunning,2011,448,"romance, fiction",https://images.gr-assets.com/books/1295759548m/9442157.jpg,4.1,"21440678, 14154870, 23696521, 21564042, 19213375, 18968802"
61962783,Inside Out & Back Again,Thanhha Lai,2011,272,"fiction, history, historical fiction, biography, poetry, young-adult, children, non-fiction",https://images.gr-assets.com/books/1357771743m/8537327.jpg,4.1,"15603820, 13086734, 21856221, 13387853, 13763396"
758269277,Don't Let Me Go,J.H. Trumble,2011,337,"young-adult, romance, fiction",https://images.gr-assets.com/books/1309475560m/11718466.jpg,4.1,"21898844, 17958595, 15938530, 21947627, 15679574, 17813170, 14091750, 16798440"
1402784031,Tiger's Curse,Colleen Houck,2011,403,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime",https://images.gr-assets.com/books/1327878915m/9284655.jpg,4.1,"14828612, 17632083, 13486714, 13082661, 10823062, 14569146, 10965443, 17579117, 10547012, 15367524, 15324210, 13367196, 3862155"
1409522016,Angel Fire,L.A. Weatherly,2011,720,"young-adult, fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1329013097m/9553503.jpg,4.1,"10186256, 21902147, 13367196, 17961862, 21374869, 13306097, 14612013, 15548769, 16546267"
1905802498,The Garden of Evening Mists,Tan Twan Eng,2011,350,"fiction, history, historical fiction, biography, mystery, thriller, crime",https://images.gr-assets.com/books/1333033941m/12031532.jpg,4.1,21520056
316128082,Eye of the Tempest,Nicole Peeler,2011,325,"fantasy, paranormal, romance, mystery, thriller, crime, fiction, young-adult",https://images.gr-assets.com/books/1311800388m/10223509.jpg,4.1,"16890511, 14992000, 15083372, 16480901, 15465229, 6813063, 6514975, 19238565, 17649917"
399157441,Chasing Fire,Nora Roberts,2011,472,"romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1302982596m/9410421.jpg,4.1,"13165093, 13323925"
545290597,Vespers Rising,Rick Riordan,2011,238,"mystery, thriller, crime, young-adult, fiction, children, fantasy, paranormal, history, historical fiction, biography",https://images.gr-assets.com/books/1357211079m/9465845.jpg,4.1,"16448834, 17076921"
1439188238,Beauty Dates the Beast,Jessica Sims,2011,353,"fantasy, paranormal, romance, fiction",https://images.gr-assets.com/books/1343277131m/10650803.jpg,3.7,"16392633, 15559790, 25048389, 24954161, 14688635"
1780620098,Midwinterblood,Marcus Sedgwick,2011,264,"fantasy, paranormal, young-adult, romance, fiction, mystery, thriller, crime, history, historical fiction, biography",https://images.gr-assets.com/books/1319727124m/10836471.jpg,3.7,"19697088, 21589284, 21520599, 21800322, 23691810, 973250, 21861446, 21521601, 18286614, 24073992"
62026771,Hereafter,Tara Hudson,2011,404,"young-adult, fantasy, paranormal, romance, mystery, thriller, crime, fiction",https://images.gr-assets.com/books/1289525884m/9256414.jpg,3.7,"10230316, 10997706, 7201708, 9621635, 12873812, 7201713, 10644198, 7405732"
62021281,The Duke Is Mine,Eloisa James,2011,367,"romance, history, historical fiction, biography, fiction, fantasy, paranormal",https://images.gr-assets.com/books/1318293689m/9521508.jpg,3.7,"27229011, 24453790, 18081356, 10451117"
62048503,Eve,Anna Carey,2011,336,"young-adult, romance, fiction, fantasy, paranormal",https://images.gr-assets.com/books/1389188190m/9297774.jpg,3.7,"15367524, 15381919, 15605716, 14308787, 17347490, 15556620, 15441796, 10230316, 7164525"
1402261039,If I Tell,Janet Gurtler,2011,,"young-adult, romance, fiction",https://images.gr-assets.com/books/1304190476m/10841337.jpg,3.7,"15455873, 14648083, 15273274, 15760722"
